CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Si_01;PO4_01;NOx_01;PSAL_BS;NO2_01;OXY_01;OXY_03
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);(mmol/m**3);(mmol/m**3);(mmol/m**3);(PSU);(mmol/m**3);(ml/l);(ml/l)
NED2013022_70;MFD_SETNO70;45.057;-65.88;384036;51;10-jul-13;06:28:34;32.3256;8.6678;5.21679;0.465556273109244;5.445;0.6885;6.235;NaN;0.315;NaN;NaN
NED2013022_70;MFD_SETNO70;45.057;-65.88;384037;25;10-jul-13;06:28:34;32.2808;8.8425;5.25289;0.382409886554622;4.985;0.681;5.695;NaN;0.32;NaN;NaN
NED2013022_70;MFD_SETNO70;45.057;-65.88;384038;5;10-jul-13;06:28:34;32.1728;9.8704;5.43711;1.57572892436975;4.535;0.5295;3.955;NaN;0.285;6.559;NaN
NED2013022_71;MFD_SETNO71;44.9142;-65.769;384039;80;10-jul-13;08:20:26;32.4634;8.9198;5.1962;1.0206425987395;4.745;0.6735;6.42;32.4755706787109;0.275;6.093;NaN
NED2013022_71;MFD_SETNO71;44.9142;-65.769;384040;52;10-jul-13;08:20:26;32.4598;8.9673;5.20665;1.14598467226891;4.715;0.6445;6.38;NaN;0.285;NaN;NaN
NED2013022_71;MFD_SETNO71;44.9142;-65.769;384041;25;10-jul-13;08:20:26;32.449;9.1658;5.22841;1.0922666407563;4.58;0.6405;6.185;NaN;0.29;NaN;NaN
NED2013022_71;MFD_SETNO71;44.9142;-65.769;384042;5;10-jul-13;08:20:26;31.9876;12.5915;5.79263;1.27132674579832;1.385;0.2265;0.71;NaN;0.08;6.778;NaN
NED2013022_72;MFD_SETNO72;44.9885;-65.5883;384043;91;10-jul-13;14:05:22;32.3324;9.3407;5.29439;1.18179669327731;4.285;0.6245;5.3;32.3537178039551;0.305;6.264;NaN
NED2013022_72;MFD_SETNO72;44.9885;-65.5883;384044;50;10-jul-13;14:05:22;32.3417;9.3479;5.31946;1.16389068277311;4.35;0.5945;5.38;NaN;0.305;NaN;NaN
NED2013022_72;MFD_SETNO72;44.9885;-65.5883;384045;25;10-jul-13;14:05:22;32.336;9.4444;5.33337;1.23551472478992;3.955;0.586;5.01;NaN;0.29;NaN;NaN
NED2013022_72;MFD_SETNO72;44.9885;-65.5883;384046;5;10-jul-13;14:05:22;32.2769;10.5119;5.5847;2.79486695798319;2.335;0.42;2.07;NaN;0.19;6.687;NaN
NED2013022_73;MFD_SETNO73;45.1442;-65.2552;384047;61;10-jul-13;16:44:42;32.0919;9.8913;5.38888;0.45445812605042;4.435;0.634;4.67;32.1086921691895;0.31;6.3235;NaN
NED2013022_73;MFD_SETNO73;45.1442;-65.2552;384048;25;10-jul-13;16:44:42;32.0902;9.8959;5.38574;0.404578575630252;4.41;0.6215;4.875;NaN;0.31;NaN;NaN
NED2013022_73;MFD_SETNO73;45.1442;-65.2552;384049;5;10-jul-13;16:44:42;32.0774;9.9803;5.40349;0.504337676470588;4.39;0.64;4.79;NaN;0.31;6.34;NaN
NED2013022_74;MFD_SETNO74;45.2922;-64.943;384050;50;10-jul-13;19:43:14;31.5073;11.0772;5.38491;0.805770472689076;3.14;0.6165;4.08;31.5131282806396;0.24;6.2955;NaN
NED2013022_74;MFD_SETNO74;45.2922;-64.943;384051;26;10-jul-13;19:43:14;31.4551;11.1867;5.37482;0.841582493697479;3.09;0.6115;4.14;NaN;0.25;NaN;NaN
NED2013022_74;MFD_SETNO74;45.2922;-64.943;384052;5;10-jul-13;19:43:14;31.3687;11.5649;5.33878;0.841582493697479;2.955;0.5825;4.155;NaN;0.235;6.306;NaN
NED2013022_75;MFD_SETNO75;45.3008;-65.084;384053;45;10-jul-13;20:55:05;31.3366;11.2359;5.43164;0.769958451680672;2.74;0.5575;3.78;31.3497695922852;0.21;6.3965;NaN
NED2013022_75;MFD_SETNO75;45.3008;-65.084;384054;25;10-jul-13;20:55:05;31.3315;11.2491;5.43635;0.841582493697479;2.755;0.5885;3.74;NaN;0.21;NaN;NaN
NED2013022_75;MFD_SETNO75;45.3008;-65.084;384055;5;10-jul-13;20:55:05;31.3111;11.3267;5.43488;0.716240420168067;2.74;0.5785;3.7;NaN;0.2;3.1855;NaN
NED2013022_76;MFD_SETNO76;45.338;-65.411;384056;42;10-jul-13;23:29:24;31.1432;11.2394;5.44661;0.787864462184874;3.035;0.6105;3.785;31.157262802124;0.235;6.3955;NaN
NED2013022_76;MFD_SETNO76;45.338;-65.411;384057;24;10-jul-13;23:29:24;31.1337;11.2692;5.46274;0.949018556722689;3.015;0.6015;3.71;NaN;0.225;NaN;NaN
NED2013022_76;MFD_SETNO76;45.338;-65.411;384058;5;10-jul-13;23:29:24;31.0518;11.6091;5.45517;0.877394514705882;3.095;0.5845;3.67;NaN;0.215;6.417;NaN
NED2013022_77;MFD_SETNO77;45.2025;-65.6422;384059;64;11-jul-13;02:08:36;31.8518;10.1709;5.40022;0.662522388655462;3.78;0.63;4.55;31.8676433563232;0.285;6.342;NaN
NED2013022_77;MFD_SETNO77;45.2025;-65.6422;384060;26;11-jul-13;02:08:36;31.8196;10.2533;5.40094;0.680428399159664;3.82;0.638;4.71;NaN;0.275;NaN;NaN
NED2013022_77;MFD_SETNO77;45.2025;-65.6422;384061;5;11-jul-13;02:08:36;31.2178;11.2089;5.41708;0.734146430672269;3.335;0.5915;4.205;NaN;0.23;6.392;NaN
NED2013022_78;MFD_SETNO78;44.6308;-65.9627;384062;75;11-jul-13;06:47:45;32.6653;10.1191;5.14256;0.787864462184874;5.76;0.6055;5.425;32.6743812561035;0.255;6.0875;NaN
NED2013022_78;MFD_SETNO78;44.6308;-65.9627;384063;50;11-jul-13;06:47:45;32.649;10.2016;5.15994;0.823676483193277;5.595;0.6085;5.165;NaN;0.25;NaN;NaN
NED2013022_78;MFD_SETNO78;44.6308;-65.9627;384064;25;11-jul-13;06:47:45;32.6095;10.2508;5.20718;0.931112546218487;5.605;0.5995;5.095;NaN;0.245;NaN;NaN
NED2013022_78;MFD_SETNO78;44.6308;-65.9627;384065;5;11-jul-13;06:47:45;32.4699;11.2111;5.29948;1.52201089285714;5.16;0.5485;3.96;NaN;0.22;6.269;NaN
NED2013022_79;MFD_SETNO79;44.545;-66.1237;384066;92;11-jul-13;08:22:29;32.8255;9.5531;5.05121;0.501368294117647;6.29;0.662;6.76;32.8401222229004;0.26;5.7785;NaN
NED2013022_79;MFD_SETNO79;44.545;-66.1237;384067;50;11-jul-13;08:22:29;32.7557;9.8137;5.14358;0.626710367647059;5.85;0.6185;6.14;NaN;0.26;NaN;NaN
NED2013022_79;MFD_SETNO79;44.545;-66.1237;384068;25;11-jul-13;08:22:29;32.6544;10.1151;5.3134;1.21760871428571;5.205;0.569;4.74;NaN;0.24;NaN;NaN
NED2013022_79;MFD_SETNO79;44.545;-66.1237;384069;5;11-jul-13;08:22:29;32.5405;10.7301;5.29472;1.41457482983193;5.145;0.583;4.355;NaN;0.235;6.216;NaN
NED2013022_8;MFD_SETNO8;43.3348;-64.1327;383819;90;03-jul-13;17:47:06;32.935;5.2937;5.04321;0.016649981092437;7.69;0.9135;8.58;32.9460182189941;0.09;NaN;5.731
NED2013022_8;MFD_SETNO8;43.3348;-64.1327;383820;50;03-jul-13;17:47:06;32.1538;2.8983;6.06426;0.266180697478992;3.285;0.7925;4.155;NaN;0.22;NaN;NaN
NED2013022_8;MFD_SETNO8;43.3348;-64.1327;383821;25;03-jul-13;17:47:06;31.3855;6.8814;6.35608;0.913206535714286;0.665;0.4305;0;NaN;0.03;NaN;NaN
NED2013022_8;MFD_SETNO8;43.3348;-64.1327;383822;5;03-jul-13;17:47:06;31.0159;12.8891;5.48006;0.41012074789916;1.1;0.3305;0;NaN;0.025;NaN;6.3445
NED2013022_81;MFD_SETNO81;43.9588;-66.4328;384070;75;11-jul-13;14:06:41;32.5842;9.4815;5.20529;0.340214199579832;5.375;0.5925;5.62;32.5965309143066;0.37;6.1295;NaN
NED2013022_81;MFD_SETNO81;43.9588;-66.4328;384071;50;11-jul-13;14:06:41;32.5843;9.4766;5.21616;0.379607422689076;5.46;0.591;5.335;NaN;0.37;NaN;NaN
NED2013022_81;MFD_SETNO81;43.9588;-66.4328;384072;25;11-jul-13;14:06:41;32.4673;9.7856;5.30986;0.537180315126051;4.91;0.541;4.445;NaN;0.36;NaN;NaN
NED2013022_81;MFD_SETNO81;43.9588;-66.4328;384073;5;11-jul-13;14:06:41;32.297;10.2599;5.48805;1.41457482983193;4.36;0.502;3.17;NaN;0.31;6.466;NaN
NED2013022_82;MFD_SETNO82;43.5892;-66.5542;384074;104;11-jul-13;18:15:26;33.2078;7.8879;4.79726;0.0997591008403361;6.93;1.0125;9.28;33.2216949462891;0.255;5.6345;NaN
NED2013022_82;MFD_SETNO82;43.5892;-66.5542;384075;50;11-jul-13;18:15:26;32.6037;10.3861;5.48848;0.665060672268907;4.08;0.5705;2.72;NaN;0.315;NaN;NaN
NED2013022_82;MFD_SETNO82;43.5892;-66.5542;384076;25;11-jul-13;18:15:26;32.475;11.4472;5.59168;1.28923275630252;3.275;0.823;0.375;NaN;0.14;NaN;NaN
NED2013022_82;MFD_SETNO82;43.5892;-66.5542;384077;5;11-jul-13;18:15:26;32.4669;11.8066;5.63959;1.46829286134454;2.98;0.353;0;NaN;0.095;6.648;NaN
NED2013022_84;MFD_SETNO84;43.404;-66.5475;384078;97;11-jul-13;22:17:06;33.2877;8.7635;4.84377;0.110843445378151;6.1;0.804;8.04;33.3013153076172;0.28;5.715;NaN
NED2013022_84;MFD_SETNO84;43.404;-66.5475;384079;50;11-jul-13;22:17:06;33.1288;8.8945;4.98792;0.188433857142857;5.8;0.7285;7.515;NaN;0.27;NaN;NaN
NED2013022_84;MFD_SETNO84;43.404;-66.5475;384080;25;11-jul-13;22:17:06;32.6769;9.5744;5.34964;0.598554605042017;4.475;0.602;4.19;NaN;0.39;NaN;NaN
NED2013022_84;MFD_SETNO84;43.404;-66.5475;384081;5;11-jul-13;22:17:06;32.5113;11.835;5.55805;1.30713876680672;3.75;0.443;1.71;NaN;0.22;6.538;NaN
NED2013022_85;MFD_SETNO85;43.067;-65.5325;384082;121;12-jul-13;04:05:02;32.5766;5.2984;5.2518;0.0943498928571429;6.955;0.8415;7.735;32.5889739990234;0.25;6.2225;NaN
NED2013022_85;MFD_SETNO85;43.067;-65.5325;384083;51;12-jul-13;04:05:02;32.2225;5.4057;5.63357;0.159099819327731;5.62;0.794;6.045;NaN;0.29;NaN;NaN
NED2013022_85;MFD_SETNO85;43.067;-65.5325;384084;25;12-jul-13;04:05:02;32.2022;8.7808;5.99357;1.1101726512605;4.235;0.6085;2.54;NaN;0.195;NaN;NaN
NED2013022_85;MFD_SETNO85;43.067;-65.5325;384085;5;12-jul-13;04:05:02;32.2193;9.3351;6.02624;2.18453328151261;3.715;0.473;0.18;NaN;0.085;7.077;NaN
NED2013022_86;MFD_SETNO86;42.8685;-65.4332;384086;137;12-jul-13;06:33:10;33.1069;6.1094;4.73561;0.0203499768907563;9.5;0.959;10.285;33.1228;0.115;5.591;NaN
NED2013022_86;MFD_SETNO86;42.8685;-65.4332;384087;50;12-jul-13;06:33:10;32.3299;4.4886;5.55756;0.120249863445378;5.4;0.7885;5.895;NaN;0.26;NaN;NaN
NED2013022_86;MFD_SETNO86;42.8685;-65.4332;384088;26;12-jul-13;06:33:10;32.3709;7.2532;5.4263;0.680428399159664;4.535;0.628;3.46;NaN;0.305;NaN;NaN
NED2013022_86;MFD_SETNO86;42.8685;-65.4332;384089;5;12-jul-13;06:33:10;32.4136;9.9689;5.92155;2.74667959663866;4.15;0.4225;0.18;NaN;0.1;7.051;NaN
NED2013022_88;MFD_SETNO88;42.9287;-65.288;384090;161;12-jul-13;08:25:13;33.2918;6.4686;4.52283;0.0332999621848739;10.32;0.9905;10.815;33.3034019470215;0.11;5.3815;NaN
NED2013022_88;MFD_SETNO88;42.9287;-65.288;384091;102;12-jul-13;08:25:13;33.0644;5.9813;4.81571;0.0295999663865546;8.935;0.9425;9.735;NaN;0.085;NaN;NaN
NED2013022_88;MFD_SETNO88;42.9287;-65.288;384092;50;12-jul-13;08:25:13;32.3122;5.9403;5.53369;0.382409886554622;4.575;0.741;4.9;NaN;0.23;6.552;NaN
NED2013022_88;MFD_SETNO88;42.9287;-65.288;384093;25;12-jul-13;08:25:13;32.2789;9.2859;5.63651;1.97568181512605;3.155;0.4155;0;NaN;0.065;6.832;NaN
NED2013022_88;MFD_SETNO88;42.9287;-65.288;384094;4;12-jul-13;08:25:13;31.9829;13.943;5.34885;0.64461637815126;2.79;0.3065;0;NaN;0.045;6.336;NaN
NED2013022_89;MFD_SETNO89;42.5468;-64.693;384095;130;12-jul-13;13:37:45;35.0537;9.9519;3.20206;0.0129499852941177;10.29;1.3095;20.03;35.0715141296387;0.1;3.858;NaN
NED2013022_89;MFD_SETNO89;42.5468;-64.693;384096;52;12-jul-13;13:37:45;32.5474;5.3669;5.45107;0.471084642857143;5.44;0.756;6.765;NaN;0.14;NaN;NaN
NED2013022_89;MFD_SETNO89;42.5468;-64.693;384097;25;12-jul-13;13:37:45;32.061;6.9033;5.69419;1.16389068277311;2.63;0.496;0.605;NaN;0.1;NaN;NaN
NED2013022_89;MFD_SETNO89;42.5468;-64.693;384098;5;12-jul-13;13:37:45;31.6431;15.6068;5.08687;0.349156852941176;2.075;0.3135;0;NaN;0.07;6.016;NaN
NED2013022_9;MFD_SETNO9;43.4185;-64.523;383823;93;03-jul-13;20:47:06;32.7944;4.5836;5.16282;0.0129499852941177;7.405;0.5;8.055;32.8135566711426;0.25;NaN;5.8425
NED2013022_9;MFD_SETNO9;43.4185;-64.523;383824;51;03-jul-13;20:47:06;32.2383;2.9293;5.90003;0.0721499180672269;5.025;0.801;6.245;NaN;0.225;NaN;NaN
NED2013022_9;MFD_SETNO9;43.4185;-64.523;383825;25;03-jul-13;20:47:06;31.6985;3.0581;6.46974;0.465556273109244;3.14;0.7065;3.495;NaN;0.18;NaN;NaN
NED2013022_9;MFD_SETNO9;43.4185;-64.523;383826;5;03-jul-13;20:47:06;31.012;13.0931;5.44928;0.387952058823529;1.105;0.2495;0.25;NaN;0.03;NaN;6.337
NED2013022_90;MFD_SETNO90;42.774;-64.4037;384099;112;12-jul-13;16:16:53;34.2152;8.1562;3.98148;0.022199974789916;8.795;1.093;15.3;34.232967376709;0.115;4.722;NaN
NED2013022_90;MFD_SETNO90;42.774;-64.4037;384100;50;12-jul-13;16:16:53;32.1941;3.9152;5.88865;1.12807866176471;2.85;0.607;2.19;NaN;0.16;NaN;NaN
NED2013022_90;MFD_SETNO90;42.774;-64.4037;384101;26;12-jul-13;16:16:53;31.6417;7.0605;6.41881;1.1101726512605;1.695;0.392;0;NaN;0.065;NaN;NaN
NED2013022_90;MFD_SETNO90;42.774;-64.4037;384102;5;12-jul-13;16:16:53;31.193;16.4563;4.97574;0.415662920168067;1.465;0.2505;0;NaN;0.04;5.88;NaN
NED2013022_92;MFD_SETNO92;42.815;-64.243;384103;123;12-jul-13;18:51:39;34.2735;8.5317;4.02959;0.0240499726890756;8.425;1.0625;14.275;34.2849006652832;0.115;4.781;NaN
NED2013022_92;MFD_SETNO92;42.815;-64.243;384104;51;12-jul-13;18:51:39;32.211;3.296;5.94866;0.310361647058824;3.8;0.803;5.08;NaN;0.26;NaN;NaN
NED2013022_92;MFD_SETNO92;42.815;-64.243;384105;24;12-jul-13;18:51:39;31.4362;9.1337;6.17543;0.877394514705882;1.165;0.3835;0;NaN;0.06;NaN;NaN
NED2013022_92;MFD_SETNO92;42.815;-64.243;384106;4;12-jul-13;18:51:39;30.7443;16.7167;5.00096;0.338072508403361;0.65;0.253;0;NaN;0.06;6.006;NaN
NED2013022_93;MFD_SETNO93;42.6863;-64.1868;384107;427;12-jul-13;22:44:59;34.9576;5.4959;4.22143;0.0184999789915966;12.29;1.3515;20.095;34.9505882263184;0.09;5.0305;NaN
NED2013022_93;MFD_SETNO93;42.6863;-64.1868;384108;51;12-jul-13;22:44:59;33.235;6.4826;5.36133;0.443373781512605;3.48;0.6055;3.79;NaN;0.185;NaN;NaN
NED2013022_93;MFD_SETNO93;42.6863;-64.1868;384109;25;12-jul-13;22:44:59;32.0625;8.6866;6.18679;1.53991690336135;0.97;0.347;0;NaN;0.065;NaN;NaN
NED2013022_93;MFD_SETNO93;42.6863;-64.1868;384110;5;12-jul-13;22:44:59;30.7819;17.3041;4.91651;0.426747264705883;0.775;0.267;0;NaN;0.055;5.916;NaN
NED2013022_94;MFD_SETNO94;42.9542;-64.0728;384111;99;13-jul-13;02:09:21;33.1449;5.7978;4.93086;0.11099987394958;7.19;0.8945;9.185;33.1507186889648;0.14;5.808;NaN
NED2013022_94;MFD_SETNO94;42.9542;-64.0728;384112;50;13-jul-13;02:09:21;32.1713;3.2246;6.0954;0.326988163865546;2.985;0.7395;3.61;NaN;0.25;NaN;NaN
NED2013022_94;MFD_SETNO94;42.9542;-64.0728;384113;25;13-jul-13;02:09:21;31.6499;5.948;6.51009;1.0206425987395;0.765;0.416;0;NaN;0.05;NaN;NaN
NED2013022_94;MFD_SETNO94;42.9542;-64.0728;384114;5;13-jul-13;02:09:21;30.8862;16.5687;4.9811;0.360241197478992;0.965;0.2485;0;NaN;0.045;6.057;NaN
NED2013022_95;MFD_SETNO95;42.9703;-63.52;384115;154;13-jul-13;05:08:41;35.2123;11.0016;3.51943;0.0147999831932773;7.765;1.04;15.875;35.2241477966309;0.09;4.234;NaN
NED2013022_95;MFD_SETNO95;42.9703;-63.52;384116;51;13-jul-13;05:08:41;32.9428;5.2112;5.5383;0.482168987394958;3.085;0.686;3.895;NaN;0.29;NaN;NaN
NED2013022_95;MFD_SETNO95;42.9703;-63.52;384117;25;13-jul-13;05:08:41;32.0821;8.569;6.34061;0.581928088235294;0.98;0.2745;0;NaN;0.045;7.134;NaN
NED2013022_95;MFD_SETNO95;42.9703;-63.52;384118;5;13-jul-13;05:08:41;30.9139;18.064;4.76683;0.277108613445378;0.75;0.208;0;NaN;0.045;NaN;NaN
NED2013022_96;MFD_SETNO96;43.5433;-63.3833;384119;209;13-jul-13;09:32:41;35.0515;10.0253;2.59086;0.016649981092437;15.505;1.455;21.675;35.0555;0.07;3.1865;NaN
NED2013022_96;MFD_SETNO96;43.5433;-63.3833;384120;102;13-jul-13;09:32:41;33.5709;7.0401;4.43561;0.0147999831932773;8.255;1;11.03;NaN;0.06;NaN;NaN
NED2013022_96;MFD_SETNO96;43.5433;-63.3833;384121;50;13-jul-13;09:32:41;32.3805;3.7774;5.74423;0.118399865546218;4.6;0.81;6.7;NaN;0.345;NaN;NaN
NED2013022_96;MFD_SETNO96;43.5433;-63.3833;384122;25;13-jul-13;09:32:41;31.9057;4.9792;6.62285;0.877394514705882;1.06;0.425;0;NaN;0.05;7.749;NaN
NED2013022_96;MFD_SETNO96;43.5433;-63.3833;384123;5;13-jul-13;09:32:41;30.5691;16.7159;4.92691;0.321445991596639;0.48;0.239;0;NaN;0.04;5.846;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384124;156;13-jul-13;14:18:54;33.7873;7.3084;3.90312;0.0129499852941177;12.245;1.0835;13.73;33.7946243286133;0.095;4.6625;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384125;101;13-jul-13;14:18:54;32.3881;2.7438;5.54893;0.0850999033613446;5.82;0.981;8.21;NaN;0.19;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384126;75;13-jul-13;14:18:54;31.9588;1.7784;6.02403;0.022199974789916;5.515;0.909;6.21;NaN;0.205;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384127;50;13-jul-13;14:18:54;31.7727;1.5505;6.18281;0.160949817226891;5.12;0.8815;5.07;NaN;0.275;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384128;41;13-jul-13;14:18:54;31.7069;1.5833;6.24472;0.205349766806723;4.89;0.859;4.675;31.728551864624;0.285;7.279;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384129;31;13-jul-13;14:18:54;31.5916;1.677;6.31178;0.38795205882353;4.64;0.815;4.15;NaN;0.265;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384130;20;13-jul-13;14:18:54;31.3541;2.3383;6.41944;0.786988462184874;3.31;0.6835;2.52;NaN;0.195;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384131;10;13-jul-13;14:18:54;30.4372;13.1668;5.62113;0.41012074789916;0.545;0.307;0;NaN;0.06;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384132;4;13-jul-13;14:18:54;30.2963;16.8568;4.96229;0.360241197478992;0.5;0.2675;0;NaN;0.045;NaN;NaN
NED2013022_97;MFD_SETNO97;44.2733;-63.3223;384133;2;13-jul-13;14:18:54;30.2975;16.9906;4.95277;0.271566441176471;0.48;0.2555;0;30.3189792633057;0.055;5.911;NaN
NED2013022_98;MFD_SETNO98;43.7213;-63.2425;384134;109;15-jul-13;05:19:08;34.0821;8.2983;3.76497;0.022199974789916;10.28;1.009;12.96;33.9452095031738;0.08;4.7265;NaN
NED2013022_98;MFD_SETNO98;43.7213;-63.2425;384135;51;15-jul-13;05:19:08;32.2472;4.2968;5.7162;0.498795504201681;4.575;0.675;5.52;NaN;0.085;NaN;NaN
NED2013022_98;MFD_SETNO98;43.7213;-63.2425;384136;25;15-jul-13;05:19:08;31.7484;5.1852;6.60499;1.0385486092437;1.81;0.3835;0;NaN;0;NaN;NaN
NED2013022_98;MFD_SETNO98;43.7213;-63.2425;384137;5;15-jul-13;05:19:08;30.519;17.3772;4.93085;0.221686890756303;0.34;0.187;0;NaN;0;5.877;NaN
NED2013022_99;MFD_SETNO99;43.4545;-63.088;384138;137;15-jul-13;07:54:58;34.8117;10.1019;3.7591;0.0406999537815126;7.82;0.916;13.27;34.7714996337891;0.085;4.573;NaN
NED2013022_99;MFD_SETNO99;43.4545;-63.088;384139;51;15-jul-13;07:54:58;32.228;3.3134;5.96252;0.221686890756303;3.84;0.6815;5.19;NaN;0.345;NaN;NaN
NED2013022_99;MFD_SETNO99;43.4545;-63.088;384140;26;15-jul-13;07:54:58;31.8643;4.6408;6.60732;0.859488504201681;1.175;0.388;0;NaN;0;NaN;NaN
NED2013022_99;MFD_SETNO99;43.4545;-63.088;384141;5;15-jul-13;07:54:58;30.5889;17.5226;4.89788;0.282650785714286;0.255;0.186;0;NaN;0;5.876;NaN
